,ACCESSION,TAXON_ID,LINEAGE,TITLE,LEAFNAME,CladeLabel
35,XM_004278482.4,9733,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Delphinidae', 'Orcinus', 'Orcinus orca']","PREDICTED: Orcinus orca BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004278482_4_PREDICTED_Orcinus_orca_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
36,XM_004329316.3,9739,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Whippomorpha', 'Cetacea', 'Odontoceti', 'Delphinidae', 'Tursiops', 'Tursiops truncatus']","PREDICTED: Tursiops truncatus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004329316_3_PREDICTED_Tursiops_truncatus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
37,XM_004382238.2,127582,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Sirenia', 'Trichechidae', 'Trichechus', 'Trichechus manatus', 'Trichechus manatus latirostris']","PREDICTED: Trichechus manatus latirostris BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004382238_2_PREDICTED_Trichechus_manatus_latirostris_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
38,XM_004413428.1,9708,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Pinnipedia', 'Odobenidae', 'Odobenus', 'Odobenus rosmarus', 'Odobenus rosmarus divergens']","PREDICTED: Odobenus rosmarus divergens B-cell CLL/lymphoma 6 (BCL6), mRNA",XM_004413428_1_PREDICTED_Odobenus_rosmarus_divergens_B_cell_CLL_lymphoma_6_BCL6_mRNA,Euteleostomi
39,XM_004424584.2,73337,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Ceratotherium', 'Ceratotherium simum', 'Ceratotherium simum simum']","PREDICTED: Ceratotherium simum simum B-cell CLL/lymphoma 6 (LOC101400063), transcript variant X2, mRNA",XM_004424584_2_PREDICTED_Ceratotherium_simum_simum_B_cell_CLL_lymphoma_6_LOC101400063_transcript_variant_X2_mRNA,Euteleostomi
40,XM_012528483.3,9361,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Xenarthra', 'Cingulata', 'Dasypodidae', 'Dasypus', 'Dasypus novemcinctus']","PREDICTED: Dasypus novemcinctus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_012528483_3_PREDICTED_Dasypus_novemcinctus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
41,XM_004552837.5,106582,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Maylandia', 'Maylandia zebra complex', 'Maylandia zebra']","PREDICTED: Maylandia zebra B cell CLL/lymphoma 6 (bcl6), transcript variant X2, mRNA",XM_004552837_5_PREDICTED_Maylandia_zebra_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X2_mRNA,Euteleostomi
42,XM_004577776.3,9978,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Ochotonidae', 'Ochotona', 'Ochotona princeps']","PREDICTED: Ochotona princeps BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004577776_3_PREDICTED_Ochotona_princeps_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
43,XM_004603016.2,42254,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Soricidae', 'Soricinae', 'Sorex', 'Sorex araneus']","PREDICTED: Sorex araneus BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004603016_2_PREDICTED_Sorex_araneus_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
44,XM_023700946.1,10160,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Octodontidae', 'Octodon', 'Octodon degus']","PREDICTED: Octodon degus B cell CLL/lymphoma 6 (Bcl6), transcript variant X1, mRNA",XM_023700946_1_PREDICTED_Octodon_degus_B_cell_CLL_lymphoma_6_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
45,XM_004654283.2,51337,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Dipodoidea', 'Dipodidae', 'Dipodinae', 'Jaculus', 'Jaculus jaculus']","PREDICTED: Jaculus jaculus BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_004654283_2_PREDICTED_Jaculus_jaculus_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
46,XM_004675085.2,143302,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Eulipotyphla', 'Talpidae', 'Condylura', 'Condylura cristata']","PREDICTED: Condylura cristata B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_004675085_2_PREDICTED_Condylura_cristata_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
47,XM_004713406.2,9371,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Afrotheria', 'Tenrecidae', 'Tenrecinae', 'Echinops', 'Echinops telfairi']","PREDICTED: Echinops telfairi BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_004713406_2_PREDICTED_Echinops_telfairi_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
48,XM_004745232.3,9669,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Musteloidea', 'Mustelidae', 'Mustelinae', 'Mustela', 'Mustela putorius', 'Mustela putorius furo']","PREDICTED: Mustela putorius furo BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_004745232_3_PREDICTED_Mustela_putorius_furo_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
49,XM_004834799.3,10181,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Bathyergidae', 'Heterocephalus', 'Heterocephalus glaber']","PREDICTED: Heterocephalus glaber B-cell CLL/lymphoma 6 (Bcl6), transcript variant X2, mRNA",XM_004834799_3_PREDICTED_Heterocephalus_glaber_B_cell_CLL_lymphoma_6_Bcl6_transcript_variant_X2_mRNA,Euteleostomi
50,XM_027464090.2,8839,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Anseriformes', 'Anatidae', 'Anatinae', 'Anas', 'Anas platyrhynchos']","PREDICTED: Anas platyrhynchos BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_027464090_2_PREDICTED_Anas_platyrhynchos_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
51,XM_005051112.2,59894,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Muscicapidae', 'Ficedula', 'Ficedula albicollis']","PREDICTED: Ficedula albicollis B-cell CLL/lymphoma 6 (BCL6), transcript variant X2, mRNA",XM_005051112_2_PREDICTED_Ficedula_albicollis_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X2_mRNA,Euteleostomi
52,XM_005071603.4,10036,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Cricetinae', 'Mesocricetus', 'Mesocricetus auratus']","PREDICTED: Mesocricetus auratus BCL6 transcription repressor (Bcl6), mRNA",XM_005071603_4_PREDICTED_Mesocricetus_auratus_BCL6_transcription_repressor_Bcl6_mRNA,Euteleostomi
53,XM_031043007.2,13146,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Psittaciformes', 'Psittaculidae', 'Melopsittacus', 'Melopsittacus undulatus']","PREDICTED: Melopsittacus undulatus BCL6 transcription repressor (LOC101872939), transcript variant X1, mRNA",XM_031043007_2_PREDICTED_Melopsittacus_undulatus_BCL6_transcription_repressor_LOC101872939_transcript_variant_X1_mRNA,Euteleostomi
54,XM_013299395.3,8954,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Falconiformes', 'Falconidae', 'Falco', 'Falco peregrinus']","PREDICTED: Falco peregrinus BCL6 transcription repressor (BCL6), transcript variant X4, mRNA",XM_013299395_3_PREDICTED_Falco_peregrinus_BCL6_transcription_repressor_BCL6_transcript_variant_X4_mRNA,Euteleostomi
55,XM_042843888.1,8478,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Testudinoidea', 'Emydidae', 'Chrysemys', 'Chrysemys picta', 'Chrysemys picta bellii']","PREDICTED: Chrysemys picta bellii BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",XM_042843888_1_PREDICTED_Chrysemys_picta_bellii_BCL6_transcription_repressor_BCL6_transcript_variant_X1_mRNA,Euteleostomi
56,XM_005330983.3,43179,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Xerinae', 'Marmotini', 'Ictidomys', 'Ictidomys tridecemlineatus']","PREDICTED: Ictidomys tridecemlineatus BCL6 transcription repressor (Bcl6), transcript variant X1, mRNA",XM_005330983_3_PREDICTED_Ictidomys_tridecemlineatus_BCL6_transcription_repressor_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
57,XM_005344763.2,79684,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Arvicolinae', 'Microtus', 'Microtus ochrogaster']","PREDICTED: Microtus ochrogaster B cell CLL/lymphoma 6 (Bcl6), transcript variant X1, mRNA",XM_005344763_2_PREDICTED_Microtus_ochrogaster_B_cell_CLL_lymphoma_6_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
58,XM_005383244.2,34839,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Chinchillidae', 'Chinchilla', 'Chinchilla lanigera']","PREDICTED: Chinchilla lanigera B-cell CLL/lymphoma 6 (Bcl6), transcript variant X1, mRNA",XM_005383244_2_PREDICTED_Chinchilla_lanigera_B_cell_CLL_lymphoma_6_Bcl6_transcript_variant_X1_mRNA,Euteleostomi
59,XM_005418963.1,48883,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Thraupidae', 'Geospiza', 'Geospiza fortis']","PREDICTED: Geospiza fortis BCL6 transcription repressor (BCL6), mRNA",XM_005418963_1_PREDICTED_Geospiza_fortis_BCL6_transcription_repressor_BCL6_mRNA,Euteleostomi
60,XM_014283621.3,345164,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Falconiformes', 'Falconidae', 'Falco', 'Falco cherrug']","PREDICTED: Falco cherrug BCL6 transcription repressor (BCL6), transcript variant X2, mRNA",XM_014283621_3_PREDICTED_Falco_cherrug_BCL6_transcription_repressor_BCL6_transcript_variant_X2_mRNA,Euteleostomi
61,XM_005484910.3,44394,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passerellidae', 'Zonotrichia', 'Zonotrichia albicollis']","PREDICTED: Zonotrichia albicollis B cell CLL/lymphoma 6 (BCL6), mRNA",XM_005484910_3_PREDICTED_Zonotrichia_albicollis_B_cell_CLL_lymphoma_6_BCL6_mRNA,Euteleostomi
62,XM_005513218.2,8932,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Columbiformes', 'Columbidae', 'Columba', 'Columba livia']","PREDICTED: Columba livia B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_005513218_2_PREDICTED_Columba_livia_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
63,XM_005524990.2,181119,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Sauropsida', 'Sauria', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Paridae', 'Pseudopodoces', 'Pseudopodoces humilis']","PREDICTED: Pseudopodoces humilis B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_005524990_2_PREDICTED_Pseudopodoces_humilis_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
64,XM_005545439.3,9541,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Simiiformes', 'Catarrhini', 'Cercopithecoidea', 'Cercopithecidae', 'Cercopithecinae', 'Macaca', 'Macaca fascicularis']","PREDICTED: Macaca fascicularis BCL6 transcription repressor (BCL6), transcript variant X1, mRNA",,Euteleostomi
65,XM_005675136.3,9925,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Sarcopterygii', 'Dipnotetrapodomorpha', 'Tetrapoda', 'Amniota', 'Mammalia', 'Theria', 'Eutheria', 'Boreoeutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Caprinae', 'Capra', 'Capra hircus']","PREDICTED: Capra hircus B-cell CLL/lymphoma 6 (BCL6), transcript variant X1, mRNA",XM_005675136_3_PREDICTED_Capra_hircus_B_cell_CLL_lymphoma_6_BCL6_transcript_variant_X1_mRNA,Euteleostomi
66,XM_005727170.1,303518,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Cichlomorphae', 'Cichliformes', 'Cichlidae', 'African cichlids', 'Pseudocrenilabrinae', 'Haplochromini', 'Pundamilia', 'Pundamilia nyererei']","PREDICTED: Pundamilia nyererei B-cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_005727170_1_PREDICTED_Pundamilia_nyererei_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
67,XM_023339719.1,8083,"['root', 'cellular organisms', 'Eukaryota', 'Opisthokonta', 'Metazoa', 'Eumetazoa', 'Bilateria', 'Deuterostomia', 'Chordata', 'Craniata', 'Vertebrata', 'Gnathostomata', 'Teleostomi', 'Euteleostomi', 'Actinopterygii', 'Actinopteri', 'Neopterygii', 'Teleostei', 'Osteoglossocephalai', 'Clupeocephala', 'Euteleosteomorpha', 'Neoteleostei', 'Eurypterygia', 'Ctenosquamata', 'Acanthomorphata', 'Euacanthomorphacea', 'Percomorphaceae', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Cyprinodontoidei', 'Poeciliidae', 'Poeciliinae', 'Xiphophorus', 'Xiphophorus maculatus']","PREDICTED: Xiphophorus maculatus B cell CLL/lymphoma 6 (bcl6), transcript variant X1, mRNA",XM_023339719_1_PREDICTED_Xiphophorus_maculatus_B_cell_CLL_lymphoma_6_bcl6_transcript_variant_X1_mRNA,Euteleostomi
